,index,Concert ID,Track,Kriti,Ragam,Composer,Main Artist,Uploader,Album ID,Album hrefs,Download URLs
8065,12580,01 - c0764 - 266.DR.SUBHASHINI_PA,1,parandhAmavati_jayati,dharmavati,m_dIkshitar,Subhashini Parthasarathy,1,c0764,https://www.sangeethamshare.org/tvg/UPLOADS-0201---0400/266.DR.SUBHASHINI_PARTHASARATHY/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0201---0400/266.DR.SUBHASHINI_PARTHASARATHY/01-parandhAmavati_jayati-dharmavati.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-0201---0400/266.DR.SUBHASHINI_PARTHASARATHY/
8066,12496,01 - C5921 - 5802-P_Nandini_Sharm,2,bhajanasEya_rAdA,dharmavati,mysore_vAsudevAcAr,P Nandini Sharma,1,c5921,https://www.sangeethamshare.org/tvg/UPLOADS-5801---6000/5802-P_Nandini_Sharma/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-5801---6000/5802-P_Nandini_Sharma/02-bhajanasEya_rAdA-dharmavati.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-5801---6000/5802-P_Nandini_Sharma/
8067,12454,01 - C0275 - 1396-K-Charulatha_Ra,4,bhajanasEya_rAdA,dharmavati,mysore_vAsudevAcAr,Charulatha Ramanujam,1,c0275,https://www.sangeethamshare.org/tvg/UPLOADS-1201---1400/1396-K-Charulatha_Ramanujam_Violin-Podhigai_TV_Audio/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-1201---1400/1396-K-Charulatha_Ramanujam_Violin-Podhigai_TV_Audio/04-bhajanasEya_rAdA-dharmavati.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-1201---1400/1396-K-Charulatha_Ramanujam_Violin-Podhigai_TV_Audio/
8068,12655,01 - C6554 - 6363-AKC_Natarajan-C,2,rAmacandrasya_dasOham,dharmavati,m_dIkshitar,AKC Natarajan,1,c6554,https://www.sangeethamshare.org/tvg/UPLOADS-6201---6400/6363-AKC_Natarajan-Clarinet/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-6201---6400/6363-AKC_Natarajan-Clarinet/02-rAmacandrasya_dasOham-dharmavati.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-6201---6400/6363-AKC_Natarajan-Clarinet/
8069,12565,01 - C3863 - 3799-Karaikudi_Shant,3,ODODi_vandEn,dharmavati,ambujam_krishna,Karaikudi Shanthi Mahesh,1,c3863,https://www.sangeethamshare.org/tvg/UPLOADS-3601---3800/3799-Karaikudi_Shanthi_Mahesh-Veena/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3601---3800/3799-Karaikudi_Shanthi_Mahesh-Veena/03-ODODi_vandEn-dharmavati.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-3601---3800/3799-Karaikudi_Shanthi_Mahesh-Veena/
8071,12497,01 - C6141 - 5987-Rama_Ravi,3,bhajanasEya_rAdA,dharmavati,mysore_vAsudevAcAr,Rama Ravi,1,c6141,https://www.sangeethamshare.org/tvg/UPLOADS-5801---6000/5987-Rama_Ravi/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-5801---6000/5987-Rama_Ravi/03-bhajanasEya_rAdA-dharmavati.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-5801---6000/5987-Rama_Ravi/
8072,12509,03 - C0195 - 036-SeethAlakshmi_MA,7,bhajanasEya_rAdA,dharmavati,mysore_vAsudevAcAr,Seethalakshmi Madhavan,3,c0195,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/036-SeethAlakshmi_MAdhavan-VOcal-Augusta_GA-2003/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-001-300/036-SeethAlakshmi_MAdhavan-VOcal-Augusta_GA-2003/07-Bhajana_ShEyarAdha-Dharmavathi.mp3&amp;url=http://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/036-SeethAlakshmi_MAdhavan-VOcal-Augusta_GA-2003/
8074,12607,01 - C6437 - 6287-Thirumeignanam_,2,parandhAmavati_jayati,dharmavati,m_dIkshitar,Thirumeignanam TKR Ayyappan,1,c6437,https://www.sangeethamshare.org/tvg/UPLOADS-6201---6400/6287-Thirumeignanam_TKR_Ayyappan-Nadaswaram/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-6201---6400/6287-Thirumeignanam_TKR_Ayyappan-Nadaswaram/02-parandhAmavati_jayati-dharmavati.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-6201---6400/6287-Thirumeignanam_TKR_Ayyappan-Nadaswaram/
8076,12646,15 - C0175 - 170-Maharajapuram_Sa,12,rAgam_tAnam_pallavi,dharmavati,Own/Others,Maharajapuram Santhanam,15,c0175,https://www.sangeethamshare.org/muralidaran/Uploads-101-200/170-Maharajapuram_Santhanam-Live_Concert-20/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/muralidaran/Uploads-101-200/170-Maharajapuram_Santhanam-Live_Concert-20/12-rAgam_tAnam_pallavi-dharmavati.mp3&amp;url=http://www.sangeethamshare.org/muralidaran/Uploads-101-200/170-Maharajapuram_Santhanam-Live_Concert-20/
8077,12596,01 - C4886 - 4801-Kotur_N.Rajarat,2,parandhAmavati_jayati,dharmavati,m_dIkshitar,"Kotur N Rajaratnam,N Veeraswami",1,c4886,https://www.sangeethamshare.org/tvg/UPLOADS-4801---5000/4801-Kotur_N.Rajaratnam-N.Veeraswami-Nadaswaram-24x7/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-4801---5000/4801-Kotur_N.Rajaratnam-N.Veeraswami-Nadaswaram-24x7/02-parandhAmavati_jayati-dharmavati.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-4801---5000/4801-Kotur_N.Rajaratnam-N.Veeraswami-Nadaswaram-24x7/
8079,12443,01 - C0428 - 1164-Gayathri_Venkat,3,aruLvAi_angayarkkaNNiyE,dharmavati,dandapAni_dEsikar,Gayathri Venkataraghavan,1,c0428,https://www.sangeethamshare.org/tvg/UPLOADS-1001---1200/1164-Gayathri_Venkataraghavan/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-1001---1200/1164-Gayathri_Venkataraghavan/03-aruLvAi_angayarkkaNNiyE-dharmavati.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-1001---1200/1164-Gayathri_Venkataraghavan/
8080,12462,01 - C1175 - 636.K.Vijayaraghavan,2,bhajanasEya_rAdA,dharmavati,mysore_vAsudevAcAr,K Vijayaraghavan,1,c1175,https://www.sangeethamshare.org/tvg/UPLOADS-0601---0800/636.K.Vijayaraghavan/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0601---0800/636.K.Vijayaraghavan/02-bhajanasEya_rAdA-dharmavati.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-0601---0800/636.K.Vijayaraghavan/
8081,12542,01 - C2511 - 2516-NS_Lakshmi,2,jAnakI_vallabha,dharmavati,ambujam_krishna,NS Lakshmi,1,c2511,https://www.sangeethamshare.org/tvg/UPLOADS-2401---2600/2516-NS_Lakshmi/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-2401---2600/2516-NS_Lakshmi/02-jAnakI_vallabha-dharmavati.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-2401---2600/2516-NS_Lakshmi/
8082,12547,01 - C0981 - 2159-Subbalakshmi_Sw,4,kandA_bhakta,dharmavati,koTESwara_Iyer,Subbalakshmi Swaminathan,1,c0981,https://www.sangeethamshare.org/tvg/UPLOADS-2001---2200/2159-Subbalakshmi_Swaminathan/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-2001---2200/2159-Subbalakshmi_Swaminathan/04-kandA_bhakta-dharmavati.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-2001---2200/2159-Subbalakshmi_Swaminathan/
8083,12602,01 - C5739 - 5615-S_Varadarajan-V,3,parandhAmavati_jayati,dharmavati,m_dIkshitar,S Varadarajan,1,c5739,https://www.sangeethamshare.org/tvg/UPLOADS-5601---5800/5615-S_Varadarajan-Violin_Solo/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-5601---5800/5615-S_Varadarajan-Violin_Solo/03-parandhAmavati_jayati-dharmavati.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-5601---5800/5615-S_Varadarajan-Violin_Solo/
8086,12510,03 - C0796 - 444-neyyAttinkara_vA,6,bhajanasEya_rAdA,dharmavati,mysore_vAsudevAcAr,Neyyattinkara Vasudevan,3,c0796,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/444-neyyAttinkara_vAsudhEvan-vocal/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-301-600/444-neyyAttinkara_vAsudhEvan-vocal/06-bhajanasEya_rAdA-dharmavati.mp3&amp;url=http://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/444-neyyAttinkara_vAsudhEvan-vocal/
8087,12592,01 - C3240 - 3180-Sriperumbudur_G,4,parandhAmavati_jayati,dharmavati,m_dIkshitar,Sriperumbudur G Nagesh,1,c3240,https://www.sangeethamshare.org/tvg/UPLOADS-3001---3200/3180-Sriperumbudur_G_Nagesh-Nadaswaram/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3001---3200/3180-Sriperumbudur_G_Nagesh-Nadaswaram/04-parandhAmavati_jayati-dharmavati.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-3001---3200/3180-Sriperumbudur_G_Nagesh-Nadaswaram/
8088,12555,03 - C0923 - 569-TR_subrahmaNyam-,5,kandA_bhakta,dharmavati,koTESwara_Iyer,TR Subramaniam,3,c0923,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/569-TR_subrahmaNyam-vocal-kOlkata-1972/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-301-600/569-TR_subrahmaNyam-vocal-kOlkata-1972/05-kandA_bhakta-dharmavati.mp3&amp;url=http://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/569-TR_subrahmaNyam-vocal-kOlkata-1972/
8089,12560,01 - c0778 - 281.SEHAMPATTI_T.SIV,4,ODODi_vandEn,dharmavati,ambujam_krishna,Seshampatti T Sivalingam,1,c0778,https://www.sangeethamshare.org/tvg/UPLOADS-0201---0400/281.SEHAMPATTI_T.SIVALINGAM-NADHASWARAM/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0201---0400/281.SEHAMPATTI_T.SIVALINGAM-NADHASWARAM/04-ODODi_vandEn-dharmavati-ambujam_krishna.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-0201---0400/281.SEHAMPATTI_T.SIVALINGAM-NADHASWARAM/
8090,12458,01 - C0574 - 057.N_Ramani-Flute,5,bhajanasEya_rAdA,dharmavati,mysore_vAsudevAcAr,N Ramani,1,c0574,https://www.sangeethamshare.org/tvg/UPLOADS-0001---0200/057.N_Ramani-Flute/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0001---0200/057.N_Ramani-Flute/05-bhajanasEya_rAdA-dharmavati.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-0001---0200/057.N_Ramani-Flute/
8092,12626,57 - C0237 - 237-M_Narmadha-Live_,4,parandhAmavati_jayati,dharmavati,m_dIkshitar,M Narmadha,57,c0237,https://www.sangeethamshare.org/sreekanth/237-M_Narmadha-Live_Concert1/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/sreekanth/237-M_Narmadha-Live_Concert1/04-parandhAmavati_jayati-dharmavati.MP3&amp;url=http://www.sangeethamshare.org/sreekanth/237-M_Narmadha-Live_Concert1/
8093,12657,02 - C0029 - 017_Mysore_Nagaraj_D,3,taramu_gAdurA_padmanAbha,dharmavati,vIna_seshaNNa,"Mysore M Nagaraj,M Manjunath",2,c0029,https://www.sangeethamshare.org/kasturi/UPLOADS-0001-0200/017_Mysore_Nagaraj_Dr_manjunath/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/kasturi/UPLOADS-0001-0200/017_Mysore_Nagaraj_Dr_manjunath/03a_Dharmavati_Alapane.mp3&amp;url=http://www.sangeethamshare.org/kasturi/UPLOADS-0001-0200/017_Mysore_Nagaraj_Dr_manjunath/
8096,12449,57 - C0162 - 162-Sanjay_Subrahman,3,aruLvAi_angayarkkaNNiyE,dharmavati,dandapAni_dEsikar,Sanjay Subrahmanyan,57,c0162,https://www.sangeethamshare.org/sreekanth/162-Sanjay_Subrahmanyan-Live_Concert29/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/sreekanth/162-Sanjay_Subrahmanyan-Live_Concert29/03-aruLvAi_angayarkkaNNiyE-dharmavati.MP3&amp;url=http://www.sangeethamshare.org/sreekanth/162-Sanjay_Subrahmanyan-Live_Concert29/
8099,12536,01 - C6311 - 6160-Gayathri_Venkat,3,durgAdEvi_samrakSaka,dharmavati,jayacAmarAja_wodayAr,Gayathri Venkataraghavan,1,c6311,https://www.sangeethamshare.org/tvg/UPLOADS-6001---6200/6160-Gayathri_Venkataraghavan/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-6001---6200/6160-Gayathri_Venkataraghavan/03-durgAdEvi_samrakSaka-dharmavati.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-6001---6200/6160-Gayathri_Venkataraghavan/
8100,37686,15 - C0227 - 222-D.K.Jayaraman-Li,6,shrIpatE_nI_pada_cintana,nAgasvarAvaLi,tyAgarAja,DK Jayaraman,15,c0227,https://www.sangeethamshare.org/muralidaran/Uploads-201-300/222-D.K.Jayaraman-Live_Concert-18/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/muralidaran/Uploads-201-300/222-D.K.Jayaraman-Live_Concert-18/06-shrIpatE_nI_pada_cintana-nAgasvarAvaLi.mp3&amp;url=http://www.sangeethamshare.org/muralidaran/Uploads-201-300/222-D.K.Jayaraman-Live_Concert-18/
8101,37778,33 - C0026 - 27-MLV-CFA-1984,7,shrI_shankara_guruvaram,nAgasvarAvaLi,mahA_vaidyanatha_iyer,ML Vasanthakumari,33,c0026,https://www.sangeethamshare.org/dvprasad/27-MLV-CFA-1984/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/dvprasad/27-MLV-CFA-1984/07-shrI_shankara_guruvaram-nAgasvarAvaLi.mp3&amp;url=http://www.sangeethamshare.org/dvprasad/27-MLV-CFA-1984/
8102,37630,01 - C2005 - 2002-UP_Raju-Mandoli,3,padumanAbhan_marugA,nAgasvarAvaLi,pApanAsam_sivan,UP Raju,1,c2005,https://www.sangeethamshare.org/tvg/UPLOADS-2001---2200/2002-UP_Raju-Mandolin/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-2001---2200/2002-UP_Raju-Mandolin/03-padumanAbhan_marugA-nAgasvarAvaLi-pApanAsasm_sivan.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-2001---2200/2002-UP_Raju-Mandolin/
8103,37602,01 - C6259 - 6107-K_Sathyanarayan,3,garuDa_gamana_samayamidE,nAgasvarAvaLi,patnam_subhramanya_iyer,K Sathyanarayanan,1,c6259,https://www.sangeethamshare.org/tvg/UPLOADS-6001---6200/6107-K_Sathyanarayanan-Keyboard/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-6001---6200/6107-K_Sathyanarayanan-Keyboard/03-garuDa_gamana_samayamidE-nAgasvarAvaLi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-6001---6200/6107-K_Sathyanarayanan-Keyboard/
8106,37632,01 - C2583 - 2589-UP_Raju-Nagaman,2,padumanAbhan_marugA,nAgasvarAvaLi,pApanAsam_sivan,"UP Raju,Nagamani",1,c2583,https://www.sangeethamshare.org/tvg/UPLOADS-2401---2600/2589-UP_Raju-Nagamani-Mandolin_Duet/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-2401---2600/2589-UP_Raju-Nagamani-Mandolin_Duet/02-padumanAbhan_marugA-nAgasvarAvaLi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-2401---2600/2589-UP_Raju-Nagamani-Mandolin_Duet/
8108,37667,01 - C6627 - 6438-DK_Jayaraman,7,shrIpatE_nI_pada_cintana,nAgasvarAvaLi,tyAgarAja,DK Jayaraman,1,c6627,https://www.sangeethamshare.org/tvg/UPLOADS-6401---6600/6438-DK_Jayaraman/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-6401---6600/6438-DK_Jayaraman/07-shrIpatE_nI_pada_cintana-nAgasvarAvaLi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-6401---6600/6438-DK_Jayaraman/
8109,37618,10 - C0592 - 603-Sanjay_Subrahman,2,garuDa_gamana_samayamidE,nAgasvarAvaLi,patnam_subhramanya_iyer,Sanjay Subrahmanyan,10,c0592,https://www.sangeethamshare.org/vijayagopal/UPLOADS-601-800/603-Sanjay_Subrahmanyan-Vocal/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/vijayagopal/UPLOADS-601-800/603-Sanjay_Subrahmanyan-Vocal/02-vElu_mayilumE-sucaritra.mp3&amp;url=http://www.sangeethamshare.org/vijayagopal/UPLOADS-601-800/603-Sanjay_Subrahmanyan-Vocal/
8110,37725,01 - C2839 - 2871-ML_Vasanthakuma,3,shrI_shankara_guruvaram,nAgasvarAvaLi,mahA_vaidyanatha_iyer,ML Vasanthakumari,1,c2839,https://www.sangeethamshare.org/tvg/UPLOADS-2801---3000/2871-ML_Vasanthakumari-A.I.R/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-2801---3000/2871-ML_Vasanthakumari-A.I.R/03-shrI_shankara_guruvaram-nAgasvarAvaLi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-2801---3000/2871-ML_Vasanthakumari-A.I.R/
8113,37675,03 - C0500 - 23-nAgaswara-2,1,shrIpatE_nI_pada_cintana,nAgasvarAvaLi,tyAgarAja,---,3,c0500,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/281-164th_thyAgarAja_ArADhana-thiruvaiyyAru-2011/23-nAgaswara-2/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-001-300/281-164th_thyAgarAja_ArADhana-thiruvaiyyAru-2011/23-nAgaswara-2/01-shrIpathe_nI_padha-nAgaswarAvaLi-Adhi-thyAgarAja.mp3&amp;url=http://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/281-164th_thyAgarAja_ArADhana-thiruvaiyyAru-2011/23-nAgaswara-2/
8114,37701,57 - C0148 - 148-KV_Narayanaswamy,2,shrIpatE_nI_pada_cintana,nAgasvarAvaLi,tyAgarAja,Palghat KV Narayanaswamy,57,c0148,https://www.sangeethamshare.org/sreekanth/148-KV_Narayanaswamy-Live_Concert10/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/sreekanth/148-KV_Narayanaswamy-Live_Concert10/02-shrIpatE_nI_pada_cintana-nAgasvarAvaLi.MP3&amp;url=http://www.sangeethamshare.org/sreekanth/148-KV_Narayanaswamy-Live_Concert10/
8115,37728,01 - C3283 - 3232-Parupalli_Sujan,2,shrI_shankara_guruvaram,nAgasvarAvaLi,mahA_vaidyanatha_iyer,Parupalli S Sujana,1,c3283,https://www.sangeethamshare.org/tvg/UPLOADS-3201---3400/3232-Parupalli_Sujana-Veena/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3201---3400/3232-Parupalli_Sujana-Veena/02-shrI_shankara_guruvaram-nAgasvarAvaLi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-3201---3400/3232-Parupalli_Sujana-Veena/
8117,37770,15 - C0308 - 305-Gayathri_Venkatr,5,shrI_shankara_guruvaram,nAgasvarAvaLi,mahA_vaidyanatha_iyer,Gayathri Venkataraghavan,15,c0308,https://www.sangeethamshare.org/muralidaran/Uploads-301-400/305-Gayathri_Venkatraghavan-Live_Concert-1/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/muralidaran/Uploads-301-400/305-Gayathri_Venkatraghavan-Live_Concert-1/05-shrI_shankara_guruvaram-nAgasvarAvaLi.mp3&amp;url=http://www.sangeethamshare.org/muralidaran/Uploads-301-400/305-Gayathri_Venkatraghavan-Live_Concert-1/
8119,37582,01 - C2031 - 2032-Embar_S_Kannan-,3,garuDa_gamana_samayamidE,nAgasvarAvaLi,patnam_subhramanya_iyer,Embar S Kannan,1,c2031,https://www.sangeethamshare.org/tvg/UPLOADS-2001---2200/2032-Embar_S_Kannan-Violin_Solo-TV_Audio/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-2001---2200/2032-Embar_S_Kannan-Violin_Solo-TV_Audio/03-garuDa_gamana_samayamidE-nAgasvarAvaLi-patnam_subhramanya_iyer.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-2001---2200/2032-Embar_S_Kannan-Violin_Solo-TV_Audio/
8120,37572,01 - C0234 - 145.Anayampatti_S_Ga,6,garuDa_gamana_samayamidE,nAgasvarAvaLi,patnam_subhramanya_iyer,Anayampatti Ganesan,1,c0234,https://www.sangeethamshare.org/tvg/UPLOADS-0001---0200/145.Anayampatti_S_Ganesan-Jalatarangam-Isai_Charal-TV_Audio/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0001---0200/145.Anayampatti_S_Ganesan-Jalatarangam-Isai_Charal-TV_Audio/06-garuDa_gamana_samayamidE-nAgasvarAvaLi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-0001---0200/145.Anayampatti_S_Ganesan-Jalatarangam-Isai_Charal-TV_Audio/
8123,37616,07 - C0020 - M.Santhanam-B,3,garuDa_gamana_samayamidE,nAgasvarAvaLi,patnam_subhramanya_iyer,Maharajapuram Santhanam,7,c0020,https://www.sangeethamshare.org/nagarajan/M.Santhanam/M.Santhanam-B/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/nagarajan/M.Santhanam/M.Santhanam-B/03-garuDa_gamana_samayamidE-nAgasvarAvaLi.mp3&amp;url=http://www.sangeethamshare.org/nagarajan/M.Santhanam/M.Santhanam-B/
8124,37710,01 - C0700 - 200.B.MUTHUKUMAR-FLU,3,shrI_shankara_guruvaram,nAgasvarAvaLi,mahA_vaidyanatha_iyer,B Muthukumar,1,c0700,https://www.sangeethamshare.org/tvg/UPLOADS-0001---0200/200.B.MUTHUKUMAR-FLUTE/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0001---0200/200.B.MUTHUKUMAR-FLUTE/03-shrI_shankara_guruvaram-nAgasvarAvaLi-mahA_vaidhyanatha_sivan.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-0001---0200/200.B.MUTHUKUMAR-FLUTE/
8126,37588,01 - C2760 - 2783-U_Srinivas-Mand,1,garuDa_gamana_samayamidE,nAgasvarAvaLi,patnam_subhramanya_iyer,U Shrinivas,1,c2760,https://www.sangeethamshare.org/tvg/UPLOADS-2601---2800/2783-U_Srinivas-Mandolin-AIR_1990/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-2601---2800/2783-U_Srinivas-Mandolin-AIR_1990/01-garuDa_gamana_samayamidE-nAgasvarAvaLi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-2601---2800/2783-U_Srinivas-Mandolin-AIR_1990/
8129,37676,03 - C0626 - 364-KV_nArAyaNaswAmy,6,shrIpatE_nI_pada_cintana,nAgasvarAvaLi,tyAgarAja,Palghat KV Narayanaswamy,3,c0626,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/364-KV_nArAyaNaswAmy-vocal-chicago_IL-USA-1983/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-301-600/364-KV_nArAyaNaswAmy-vocal-chicago_IL-USA-1983/06-shrIpathe_nI_padha-nAgaswarAvaLi-Adhi-thyAgarAja.mp3&amp;url=http://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/364-KV_nArAyaNaswAmy-vocal-chicago_IL-USA-1983/
8130,37585,01 - C2312 - 064-Anayampatti_S_Ga,2,garuDa_gamana_samayamidE,nAgasvarAvaLi,patnam_subhramanya_iyer,Anayampatti Ganesan,1,c2312,https://www.sangeethamshare.org/tvg/SEASON_2011/064-Anayampatti_S_Ganesan-Jalatarangam/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/SEASON_2011/064-Anayampatti_S_Ganesan-Jalatarangam/02-garuDa_gamana_samayamidE-nAgasvarAvaLi-patnam_subhramanya_iyer.mp3&amp;url=http://www.sangeethamshare.org/tvg/SEASON_2011/064-Anayampatti_S_Ganesan-Jalatarangam/
8132,37634,01 - C3365 - 3318-Sriram_Parthasa,4,padumanAbhan_marugA,nAgasvarAvaLi,pApanAsam_sivan,Sriram Parthasarathy,1,c3365,https://www.sangeethamshare.org/tvg/UPLOADS-3201---3400/3318-Sriram_Parthasarathy/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3201---3400/3318-Sriram_Parthasarathy/04-padumanAbhan_marugA-nAgasvarAvaLi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-3201---3400/3318-Sriram_Parthasarathy/
